"Book_ID","Title","Author","Writing_tags","Writing_notes_present","Writing_notes_missing","Reading_tags","Reading_notes_present","Reading_notes_missing","Work_queue","Blurb_status","PRIDE","Inquiry","Teaching_ideas","Notes"
"1060dd5e-2367-4b49-8d4a-34559d7b8abe","Harry Potter and the Half Blood Prince","Rowling, J.K.","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"11bbe760-8bb2-40c2-9983-97983474cd7b","Someday","Spinelli, Eileen","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"11bdd1c6-ec8c-4f8a-b657-b81a9f88a175","Koala","Saxby, Claire","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"136ebd31-82a6-4dfa-b3ed-01a50fe12192","The Rabbits","Marsden, John","6","0","6","6","0","6","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1395dccd-b633-46c3-aded-d9c8b5678853","Xavier in the Meantime","Gordon, Kate","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"13cac9e0-6acb-4566-8d21-aece325252ac","Don't Let the Pigeon Stay Up Late!","Willems, Mo","1","0","1","0","0","0","Preserve writing; later reading review","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"13ec8332-bc40-42eb-a693-eb8b2508ed1f","Kookaburra","Saxby, Claire","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1453bfc0-8b4e-4ae8-9141-ff3f850dd65b","Deep - Dive in Hidden Worlds","McGeachin, Jess","6","0","6","0","0","0","Preserve writing; later reading review","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"14917b65-9049-4c5f-aa01-5d0c3a6fafe6","First Day","Daddo, Andrew","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"15aa4585-2f4c-4d8c-aad9-e12953499f88","Knuffle Bunny","Willems, Mo","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"15e9ef36-beb5-4e2f-a4ad-967648e9ee29","A Quiet Girl","Carnavas, Peter","7","0","7","6","0","6","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"179dfbc0-fdaa-4bd9-a2c1-e088c6b7b988","The Sloth Who Came to Stay","Wild, Margaret","5","0","5","5","0","5","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1823da84-a910-496c-ba03-8c242b2d90b6","Go Go and the Silver Shoes","Godwin, Jane","6","0","6","4","0","4","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"18573914-3d92-4317-b93b-3d89105e764c","The Patchwork Bike","Beneba Clarke, Maxine","5","0","5","3","0","3","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"18fd48e8-22b8-4f0e-81f4-4fe8bc87c8da","Smoky Night","Bunting, Eve","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1971944f-7c76-4474-97a8-f00a3ba8997c","If I Was Prime Minister","Feiner, Beck","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1a055000-0d04-4032-8d0e-88299f51c7be","Rabbit, Soldier, Angel, Thief","Nannestad, Katrina","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1aed60a7-6883-41ba-80ac-787ec383edf8","Hattie and the Fox","Fox, Mem","4","0","4","3","0","3","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1b1e74c1-b653-43a3-9c7e-d1f3524562de","Hey, Little Ant","Hoose, Hannah & Phillip","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1d5781f4-c3dc-44e3-95ef-6587111911d0","The BEST Hiding Place","Godwin, Jane","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1d60cc86-fd23-484a-8706-115bd1650538","How to Make a Bird","McKinlay, Meg","7","0","7","4","0","4","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1dbddc0b-c32c-41c0-aa29-b1e657af3ea5","Blue Flower","Hartnett, Sonya","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1dc29754-9304-447f-a9c8-f6e645254473","My Two Blankets","Kobald, Irena","5","0","5","5","0","5","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1de6116c-ddaa-4b42-bc1e-afd8c90c02df","Brown Bear, Brown Bear, What Do You See?","Carle, Eric","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1e2a4a16-264d-46c9-a0c8-7cc5f276ce21","The Tenth Good Thing About Barney","Viorst, Judith","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"1e8f2c34-18fb-47fd-a378-a10f2263817d","Danny the Champion of the World","Dahl, Roald","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"200fc1b0-cbbd-41e7-b92f-4040588eb505","When I was Young in the Mountains","Rylant, Cynthia","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"20166058-60ee-4a94-8efb-fe78d2b3e5a7","Desert Lake","Freeman, Pamela","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"206ab1b6-d608-4d33-8389-7b6121ebfb7b","Grandad's Magic","Graham, Bob","6","0","6","4","0","4","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"20924ff9-7007-4314-8118-17b324f6d50d","Mopoke","Bunting, Philip","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"210ad12c-fc8a-450c-a506-f98532c12c57","Chrysanthemum","Henkes, Kevin","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"21b611fb-f02b-4f11-bf9d-36e748bf0bcb","The Paper Bag Princess","Munsch, Robert","5","0","5","7","0","7","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"222d454c-13ed-4f4e-bf90-f4bcdfa3afd3","Under Your Feet - Soil, Sand, and Everything Underground","Tang, Wenjia","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"225755e7-e874-4b27-b628-dc978accb6ed","Jessica's Box","Carnavas, Peter","6","0","6","5","0","5","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"24c27958-b536-4a50-8fbe-1f457dd50870","Emu","Saxby, Claire","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"26cd9951-57f4-41ea-8cb7-847f2cd5da52","Two Mates","Prewett, Maggie","6","0","6","5","0","5","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"278cca78-8da1-4090-a06f-bcd1719d083e","Whoever You Are","Fox, Mem","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"2941a1bc-610a-44a8-b675-c193140a592f","To and Fro","Clifford-Motopi, Anton","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"29a25056-d761-46d4-8592-d610c251344b","Jetty Jumping","Rowe, Andrea","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"2ad1dd3d-04bc-43bd-ad68-c5c0f0a77235","Luke's Way of Looking","Wheatley, Nadia","6","0","6","6","0","6","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"2c2f4297-11c5-44ad-a40e-a0cde4cc38af","Australia from dawn to dusk","Brentos","0","0","0","0","0","0","First writing/reading gap pass","needs_review","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"2e1d0f06-e0bd-4ec8-8e81-c415df7feb02","Tigg and the Bandicoot Bushranger","French, Jackie","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"2e262199-a0c4-4589-9740-a24c484fa036","Jumanji","Van Allsburg, Chris","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"2efc4d35-0268-4c9a-8613-a284b1f4148b","Harry Potter and the Goblet of Fire","Rowling, J.K.","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"30862e24-3786-4bc7-849c-f0d3b44a8606","Who Sank the Boat?","Allen, Pamela","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"30973b78-edb0-4b94-907b-5c4b91831bfa","Snap!","Walker, Anna","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"319b3d80-a509-4c18-8b84-88f19ca431b3","Seven Seas of Fleas","Petzold, Dave","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"31d43986-1ac0-483d-b81b-6a25822ce684","A Squash and a Squeeze","Julia Donaldson Axel","3","0","3","0","0","0","Preserve writing; later reading review","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"32715f44-b7cc-43c8-b35e-737c116495cc","The Old Woman Who Named Things","Rylant, Cynthia","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"32f0ade0-d05f-492f-918d-3d5018034ca1","Bedtime Sorted!","Rees, Jimmy","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"3491bd1d-31a6-49c1-a3cc-a6565f0909b1","Why I Love Summer","Wagner, Michael","5","0","5","3","0","3","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"34fac29b-1706-4f6d-a10c-5a4038427dcf","Hello, Harvest Moon","Fletcher, Ralph","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"364535cf-a26e-4591-9a9f-54b1cc9d5554","The Second Sky","Guest, Patrick","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"38065703-6f42-4a7b-b276-e25bc08656c0","Norton and Borrowing Bear","Evans, Gabriel","1","0","1","0","0","0","Preserve writing; later reading review","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"38dede0f-052a-475b-ad5d-a460897d790d","One Tiny Turtle","Davies, Nicola","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"3a29a2e3-a56b-4b06-8573-18881c5aff88","Amazing Animal Journeys","Cossins, Jennifer","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"3b161667-6773-42a5-bfd7-e32d640944b6","My Strange Shrinking Parents - A Tall Tale","Sworder, Zeno","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"3d1a1f74-3085-40f6-b087-66c62f061385","Little People, Big Dreams - Charles Darwin","Sanchez Vegara, Isabel","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"3dca925e-4328-476f-aa51-749251b235b1","Naturopolis","Frenkel, Deborah","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"3e3ef4fc-93f6-4cd5-a3c4-2cfc3082b8ed","Dirt by Sea","Wagner, Michael","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"3e8862e2-d309-47ff-8fe7-ad26750b6a3f","Everybody Needs a Rock","Baylor, Byrd","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4005a8d5-68b7-4dcc-a9a5-0586a98f3dc5","Room on the Broom","Donaldson, Julia","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"40d2f1df-f438-4c01-bf05-5a7df45c598f","Edie's Experiments: How to Make Friends","Barkla, Charlotte","1","0","1","0","0","0","Preserve writing; later reading review","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"40da5322-aa97-466a-aa3f-1ab20b56f9a2","Refugees","Miller, David","6","0","6","5","0","5","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"411d1c52-bb64-4007-9b57-3d9a32538ed6","Wemberly Worried","Henkes, Kevin","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"41896fae-9521-4c58-936b-84a6b581fe49","Tiny Wonders","Soweol Han, Sally","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"42512c58-9b90-4741-b77b-256df7e2d698","A Little Golden Book Biography - Taylor Swift","Loggia, Wendy","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"429e7471-a242-41b2-b644-b36e30291944","How To Move a Zoo","Simpson, Kate","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"436c54b6-0c99-43f1-bfd4-af99b515cd1a","Charlotte's Web","White, E.B.","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"43d39a34-4de3-4544-9de4-c96be9f2fe61","In November","Rylant, Cynthia","1","0","1","0","0","0","Preserve writing; later reading review","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4484c638-4adf-4e9e-a596-36def87d520f","Not Cute.","Bunting, Philip","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4514e5cf-4415-48d8-9623-434b4c26bf9d","Papunya School Book of Country and History","Wheatley, Nadia","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"455c8e93-1e80-4f3a-aea7-6c68259834d3","My Mama Had a Dancing Heart","Moore Gray, Libba","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"459faf2e-4482-4108-85da-c2a9cd6bf7c0","A Trip to the Hospital","Chiu, Freeda","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"45d31598-90b7-4749-9cbf-832f74ab840c","Flood","French, Jackie","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4783aacd-cab5-4fbb-bf10-58d4b0b426f2","Flotsam","Wiesner, David","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"48e89774-2661-4b47-9e14-18c8aa95d5a0","Danny Dodo's Detective Diary","Elliot, Rachel","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"499ea540-a319-47b8-bd8b-e1af9957453b","Alexander and the Terrible, Horrible, No Good, Very Bad Day","Viorst, Judith","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4b379767-5457-494a-9c09-68f81191d1fc","Scarecrow","Rylant, Cynthia","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4cc8add7-c459-43f7-a37a-480c73574de3","The Detective's Guide to Ocean Travel","Greenberg, Nicki","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4cce94d2-ddc7-479a-970c-cb5a7b6a3754","There's No Such Book","Dettmann, Jessica","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4ef23423-5bf7-42d4-9ecd-f08a713793ba","The Enchanted Wood","Blyton, Enid","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"4f15b8da-42ef-419d-93ad-21a053fc6da2","Strangers on Country","Hartley, David","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"501f0c32-f4af-4828-9161-b2bfde76e05a","Paradise Sands: A Story of Enchantment","Pinfold, Levi","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"51330d23-4aab-4b33-b994-18c4cf9a26dc","Fluff Mess Up!","Stanton, Matt","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"5211fa07-5667-4818-89ca-4e6c85774d84","Stellarphant","Foley, James","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"523a3ff5-64af-4a35-8209-00ef70451f9b","Runt","Silvey, Craig","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"5421bd5c-7d9d-41fa-9b0d-b3717404289c","The Boy Who Tried to Shrink His Name","Parappukkaran, Sandhya","6","0","6","4","0","4","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"54e86a9f-2395-44e3-a492-781ea352f039","Wombat","Cheng, Christopher","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"5907f168-8d2c-450e-9f31-228e4e3be03b","The All New Must Have Orange 430","Speechley, Michael","5","0","5","2","0","2","Preserve tags; check explanation quality","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
"59c84f53-94d8-4357-b1a5-2f6239094270","Go Away, Worry Monster!","Graham, Brooke","0","0","0","0","0","0","First writing/reading gap pass","verified","Not yet assessed","Not yet assessed","Not yet drafted","Based on recovered snapshot; note presence does not establish quality or approval."
